 	liver	liver	liver	lung	lung	lung	spleen	spleen	spleen
MCAM	8.8647	8.7344	10.4973	5.7186	6.2255	5.8752	7.423	8.9537	9.4221
SFTPC	8.1893	8.0227	8.526	8.6743	8.2815	8.4119	6.5853	5.8443	6.0516
IFT81	9.0411	8.9849	10.0403	7.9544	6.9791	8.5696	5.4582	5.8571	6.1904
ZNF131	9.9666	9.6648	9.623	9.0646	8.6219	9.7957	6.393	5.9185	6.3441
C14orf109	9.1421	8.8942	9.36	9.5043	8.8942	9.9202	6.1118	8.6419	8.2535
FLOT1	10.5111	10.7885	11.2736	11.4926	11.1234	11.8834	7.0046	5.6378	5.4759
LOC280665	6.7679	6.2404	6.1861	6.4406	6.8115	5.9241	10.1782	11.6161	11.0972
ATPAF1	6.2347	7.4069	6.965	7.4932	6.6293	8.6901	9.9298	7.2776	8.4539
PRKCE	8.2196	8.4103	8.3654	7.3856	6.631	8.5353	5.9431	7.4611	5.7784
LRRC16A	7.8573	8.3188	7.8573	8.1649	7.9336	8.4087	5.4553	5.1883	5.3775
LOC390705	7.2756	6.8145	8.6895	8.5927	7.7517	9.0434	6.3538	6.3537	6.3483
SLC35D1	5.4778	6.1899	5.795	8.0592	7.3595	8.8857	9.9408	6.4409	7.9775
SRGAP2P1	9.9728	10.5525	10.2	11.8189	10.8637	13.0236	13.3943	10.859	11.8455
RWDD2A	6.7998	9.0596	8.4377	10.8487	9.3776	12.122	12.7112	9.4146	10.6889
FLJ37638	6.7998	9.0596	8.4377	10.8487	9.3776	12.122	12.7112	9.4146	10.6889
KRT75	8.044	8.5597	8.4461	8.66	7.6881	9.6227	11.306	9.1906	9.6399
RANBP9	8.8228	8.7617	8.4778	7.9686	7.4157	8.3711	4.9171	6.4238	6.1829
C1orf94	11.1736	9.6512	11.9628	9.822	9.1024	10.0303	10.5658	7.7356	7.3834
C1orf91	7.4223	6.004	8.1449	6.135	5.1673	6.3724	7.2439	4.6085	4.9663
ELSPBP1	11.3874	9.514	11.9392	9.7062	8.8547	10.0328	10.882	6.9271	6.4631
LOC339352	10.4684	8.62	10.9565	8.8441	7.9071	8.934	9.8981	6.3347	6.1289
WTIP	11.0411	9.1976	11.3167	9.3262	8.4573	9.8216	10.1736	7.0945	6.2696
POLI	10.3101	8.7425	10.7687	9.2374	8.7106	9.2374	9.9924	6.6679	6.5482
FKBP6	11.0352	8.8262	11.14	9.0109	7.971	9.5102	10.2635	7.3159	5.6029
FAM186A	7.9023	8.8731	8.4567	10.4611	9.7021	10.0645	5.6334	6.1369	5.997
SP2	5.7344	6.585	7.6815	6.7895	6.0966	7.6078	4.8003	4.6715	4.5637
TMEM80	9.246	9.4064	9.3056	9.2741	9.0639	9.4524	7.235	6.116	6.3862
NOD1	9.021	9.1351	9.6586	9.5321	9.4041	9.4983	7.4022	7.1177	6.9021
DTX4	7.1278	7.147	7.1701	6.7544	7.0869	6.5037	8.7784	10.3906	9.6336
C12orf74	6.8897	7.3139	6.7613	9.0929	8.1972	8.7111	6.4537	5.8988	6.0258
SLPI	6.9169	7.5261	6.9643	7.3169	6.995	8.3855	5.2377	5.2905	5.0468
MGAT3	6.7401	6.5633	7.123	8.76	8.6857	9.8662	6.3711	6.3595	6.5383
UBXN10	7.6142	7.9825	8.3212	7.6951	7.4028	7.8589	4.9041	7.6142	6.1143
ATRX	7.7014	8.7985	9.2678	8.3107	7.7791	8.611	5.5407	8.11	7.0174
MGAT1	7.6216	8.6584	8.8333	8.5997	7.876	8.8062	5.4387	8.4169	6.6688
FAM106A	7.5565	8.4873	8.3291	8.7231	7.47	9.7136	11.7718	7.9579	9.6621
SLC29A2	9.1313	10.3543	10.5859	11.1257	10.6686	10.7293	6.7841	6.3094	6.2797
CLTB	6.7435	8.3165	8.2776	8.7415	7.896	7.8133	5.2143	5.1263	5.4177
KIF26A	6.9418	8.2205	7.7801	8.8446	8.4153	8.983	5.5495	7.1329	6.0536
HS3ST2	8.1164	8.4523	8.9704	8.3479	8.3209	8.1164	6.4236	6.2485	6.2019
SLC25A46	9.1597	9.6216	9.2263	9.4793	9.114	9.8207	5.809	7.2343	6.3877
PCDHB11	7.8225	8.9123	8.9564	10.6482	9.5259	11.1629	11.7976	8.6198	9.8695
CROT	7.7162	8.2426	7.6268	7.8845	7.2505	8.703	10.6177	8.6698	9.9154
FLJ38379	7.5336	8.5463	8.0378	9.1962	8.8954	8.4542	5.9273	6.7777	6.885
C8orf74	5.4508	5.3854	7.0406	8.8627	8.4087	9.5254	7.5457	6.6487	6.1063
PAPD5	8.8963	9.3394	9.2154	9.2696	8.7919	9.7716	6.2164	8.6381	7.7546
MAP4	8.3732	8.3577	9.8371	7.0123	6.4351	6.5006	8.6139	9.2701	8.3732
CDK2AP1	8.5889	8.9695	8.7647	9.4821	9.121	9.4434	5.9909	6.9211	6.4835
CAV2	10.48	10.7806	10.5123	10.8837	10.3237	10.9519	5.1115	5.8049	5.6399
LOC100130357	9.3791	9.4823	9.4373	9.6976	9.1461	10.1529	6.9876	7.9253	7.7102
TMEM213	3.7568	3.7889	3.8973	3.821	4.2004	3.3524	4.708	7.2458	5.1443
LOC92659	5.3677	5.2089	5.1185	5.5106	5.3193	5.0456	5.5342	8.9072	6.6305
ANKRD13D	4.2075	3.6842	3.7426	4.004	4.6796	3.8031	5.5394	7.6968	5.4713
ASTN2	3.9394	3.7617	3.8373	4.1658	4.147	3.8185	4.147	7.4001	5.1849
SERP1	5.5444	4.9148	5.0437	5.3658	5.6961	5.0987	6.0833	8.3804	7.4894
KRT33A	9.3716	9.398	9.6399	8.158	8.1319	8.6818	7.1146	6.5711	6.643
HIST1H2BL	9.4079	9.3704	9.8032	9.8598	9.5758	10.3394	7.5574	8.0356	7.2553
RYR1	4.8805	5.1539	5.4464	7.5152	7.2729	8.4593	5.151	5.0029	5.5267
GRM7	8.2139	8.0089	8.0089	9.2497	8.304	9.1265	7.0981	5.9645	6.853
LOC401324	8.1735	8.1601	8.2554	7.7464	7.3545	7.4894	10.5034	10.4523	9.5788
POLR3A	6.7181	7.0874	7.1031	6.5038	6.6465	6.4043	10.6011	10.1595	9.6376
SUPT3H	6.9933	8.4924	8.3329	8.7016	8.0768	8.4279	6.034	5.5585	5.9818
FTSJD2	3.2604	4.4358	3.5807	3.6657	4.4937	3.916	6.6148	4.5392	5.7845
NUDT13	5.0012	4.6688	5.2915	6.2535	4.1004	7.3527	6.6095	7.1656	6.393
XRCC2	7.8225	8.9123	8.9564	10.6482	9.5259	11.1629	11.7976	8.6198	9.8695
BPNT1	8.0317	9.0645	9.0247	10.5433	9.3343	11.1597	11.7602	8.7432	9.8736
MGC4473	8.245	9.102	9.1719	10.6323	9.5624	11.2642	11.8443	8.8175	9.9428
INHBE	8.0317	9.0645	9.0247	10.5433	9.3343	11.1597	11.7602	8.7432	9.8736
FGF7	6.8511	6.7231	6.8255	6.3528	6.8566	6.1655	9.9274	8.281	9.3523
EGFL7	9.1342	9.8466	10.2189	9.9917	9.7555	10.3229	11.6528	13.064	12.5094
RBPJ	8.7057	9.0155	9.8603	9.1418	8.7057	9.4482	5.5964	6.0586	6.5579
ZNF337	12.0717	11.7364	11.77	10.9755	10.9413	11.2964	8.4352	11.5135	11.7204
CLCNKB	7.4741	7.5933	8.0059	8.3172	7.3172	8.7274	5.5565	5.5187	8.3787
RPLP2	6.8359	6.8359	6.9066	7.6968	5.9524	7.6053	7.8178	4.4276	5.9079
COG3	6.4078	6.5601	7.0272	7.3575	6.3318	6.7363	3.7334	4.7997	4.7101
ZNF254	7.4553	8.4087	8.0054	10.1412	9.482	10.3671	6.3887	5.348	5.6031
SELL	9.0274	9.009	10.5543	6.4974	6.4863	6.2707	10.8866	10.9082	11.1613
JMJD5	4.546	5.3088	4.7397	5.766	5.0379	5.766	8.0047	9.4306	10.3824
PRPF3	9.1498	9.62	9.4225	9.9468	9.6992	10.4056	6.5805	8.8987	8.5358
LOC100289612	9.3902	9.7086	9.6098	9.5809	9.2942	10.0184	6.4244	8.7456	8.8741
SFRP2	7.6218	8.0157	8.3451	8.5069	7.9458	9.0626	8.4528	11.0289	10.1518
GPR128	4.738	5.4531	4.7951	5.0417	4.5468	5.0149	5.2307	6.8427	7.7195
BLMH	8.9843	8.7235	9.6977	7.9587	7.6646	6.8852	6.0169	6.3086	5.7091
MLC1	5.0262	5.5002	5.4116	5.4367	5.3241	5.1399	8.99	10.0527	9.9532
TMEM50B	5.5439	7.0965	6.643	8.8887	7.7574	9.4217	3.8952	3.2778	4.0945
CNOT3	10.5318	10.8845	10.7466	10.7845	10.7425	10.8985	6.4327	7.4566	7.4532
KCTD5	9.0829	9.228	8.965	8.9369	8.1405	9.5714	4.2499	4.6069	4.7798
RABIF	9.3999	9.9823	9.7821	10.0478	9.6485	10.1123	6.0329	8.6189	8.0445
APCDD1L	8.3091	9.9794	9.382	11.1557	10.9517	10.8056	6.581	5.823	6.2036
UBE2U	12.5094	12.4064	12.4666	12.2772	12.053	12.6557	6.5718	8.4735	7.975
RFT1	9.2097	9.9434	10.2503	10.8384	10.4208	10.1715	7.4937	6.6986	6.5675
LRRC6	8.0756	8.7679	8.0287	9.2561	9.1695	9.2795	6.6446	6.8053	6.7886
CHURC1	9.1293	9.4535	9.0952	11.0048	9.4152	11.1506	9.3853	7.6239	8.8663
LOC100289473	3.7666	4.4107	4.4541	7.1833	6.0244	6.6535	5.6061	6.3661	6.9748
LOC284912	4.9463	6.2064	5.9969	9.1605	7.2461	9.9393	11.9601	7.2019	9.4117
ZNF311	6.5658	7.2928	7.154	8.7162	8.9823	8.7411	6.0914	6.4084	6.1891
SPINK7	9.8466	10.5063	10.5791	11.759	11.3847	11.6515	9.0611	8.3309	7.2107
VPS37C	8.4551	8.7559	10.2943	4.6805	4.9629	4.7291	5.2371	5.2952	5.1197
PCK1	5.2856	5.3693	9.7338	4.3918	4.4366	4.4507	4.708	4.1397	4.6876
IFT27	6.7887	6.9179	7.4849	6.5011	6.2009	6.5815	8.0676	10.6069	9.803
TSR2	11.2474	11.0667	10.8115	11.1426	10.8886	11.32	6.7117	7.0107	7.3759
LOC100131613	8.9186	9.3835	9.3443	9.0193	8.8529	9.5636	5.8383	8.4942	7.6306
DDX39	5.2755	5.1754	5.5429	7.3516	7.1973	7.8754	5.0046	5.4427	5.2033
HSPB11	8.5469	8.4435	8.4062	7.7812	7.1582	8.2837	5.1608	5.324	4.8852
PLOD3	7.9762	7.8001	8.5151	8.5258	7.6685	9.6007	8.2983	10.616	10.2803
LRRC55	7.5933	7.3659	8.6497	6.9027	6.5333	7.3507	10.2141	12.1666	11.8012
RBM19	7.511	7.7963	7.6418	8.8618	8.465	9.3633	10.8184	8.042	9.2965
